validation_season,classifier_weight,poisson_weight,accuracy,macro_f1,log_loss,brier_score,ece,draw_recall,draw_prediction_rate,actual_draw_rate,mean_draw_probability
2022,0.2,0.8,0.5394736842105263,0.3901360090884281,0.9725386956454108,0.5785034451712662,0.01666492240250129,0.0,0.0,0.22894736842105262,0.22511051135310997
2022,0.25,0.75,0.5394736842105263,0.3901360090884281,0.9723002858957943,0.5783494367737521,0.019064718670125883,0.0,0.0,0.22894736842105262,0.2255691768612477
2022,0.30000000000000004,0.7,0.5447368421052632,0.3953925985060159,0.9721012949084277,0.5782187795527197,0.02545712532203096,0.0,0.0,0.22894736842105262,0.22602784236938542
2022,0.35000000000000003,0.6499999999999999,0.5447368421052632,0.3953925985060159,0.9719412517812298,0.578111473508169,0.030050867488342535,0.0,0.0,0.22894736842105262,0.22648650787752309
2022,0.4,0.6,0.5447368421052632,0.39523719165085386,0.9718197532063728,0.5780275186401003,0.023677855258114538,0.0,0.0,0.22894736842105262,0.22694517338566084
2022,0.45,0.55,0.5473684210526316,0.39776716930615547,0.9717364578352685,0.5779669149485132,0.022041617700066934,0.0,0.0,0.22894736842105262,0.22740383889379856
2022,0.5,0.5,0.5447368421052632,0.39523719165085386,0.9716910816051433,0.5779296624334077,0.020540637055022105,0.0,0.0,0.22894736842105262,0.22786250440193626
2022,0.55,0.44999999999999996,0.5447368421052632,0.39508979313480336,0.9716833938715669,0.577915761094784,0.026636746376281693,0.0,0.0,0.22894736842105262,0.228321169910074
2022,0.6000000000000001,0.3999999999999999,0.5473684210526316,0.39761702127659576,0.9717132142242079,0.5779252109326422,0.03988604587576057,0.0,0.0,0.22894736842105262,0.22877983541821173
2022,0.65,0.35,0.5447368421052632,0.3958950926153207,0.9717804098888081,0.5779580119469819,0.04278720788231887,0.0,0.0,0.22894736842105262,0.22923850092634943
2022,0.7000000000000001,0.29999999999999993,0.5473684210526316,0.3984026442458746,0.9718848936387348,0.5780141641378035,0.045356601316230684,0.0,0.0,0.22894736842105262,0.22969716643448715
2022,0.75,0.25,0.5526315789473685,0.403233574131407,0.972026622155766,0.5780936675051068,0.05242090657038877,0.0,0.0,0.22894736842105262,0.2301558319426249
2022,0.8,0.19999999999999996,0.5526315789473685,0.4033788735835228,0.9722055947930682,0.5781965220488919,0.04550010490922686,0.0,0.0,0.22894736842105262,0.2306144974507626
2022,0.8500000000000001,0.1499999999999999,0.5526315789473685,0.4033788735835228,0.9724218527043116,0.5783227277691587,0.04226904538358184,0.0,0.0,0.22894736842105262,0.23107316295890032
2022,0.9,0.09999999999999998,0.5526315789473685,0.4033788735835228,0.9726754783121762,0.5784722846659072,0.04376391615980868,0.0,0.0,0.22894736842105262,0.23153182846703807
2022,0.9500000000000001,0.04999999999999993,0.5526315789473685,0.4033788735835228,0.9729665950975679,0.5786451927391374,0.041576508902449766,0.0,0.0,0.22894736842105262,0.23199049397517577
2022,1.0,0.0,0.5526315789473685,0.403233574131407,0.9732953676980592,0.5788414519888494,0.0409420215303547,0.0,0.0,0.22894736842105262,0.23244915948331346
2023,0.0,1.0,0.5842105263157895,0.4250174378051616,0.9269795950494271,0.5450418273671972,0.04171368837023392,0.0,0.0,0.21578947368421053,0.2111309344375318
2023,0.05,0.95,0.5868421052631579,0.42678291974066623,0.9272355870002255,0.5451330581465105,0.03866430118351019,0.0,0.0,0.21578947368421053,0.21197129800017298
2023,0.1,0.9,0.5842105263157895,0.4243323349848071,0.9275570568542416,0.5452692043812035,0.04500496663397839,0.0,0.0,0.21578947368421053,0.2128116615628141
2023,0.15000000000000002,0.85,0.5868421052631579,0.4263019443742335,0.9279426071397697,0.545450266071276,0.04075390868176612,0.0,0.0,0.21578947368421053,0.21365202512545522
2023,0.2,0.8,0.5894736842105263,0.4282918611896509,0.9283911306952167,0.5456762432167283,0.03718944421936691,0.0,0.0,0.21578947368421053,0.2144923886880963
2023,0.25,0.75,0.5894736842105263,0.42852303523035234,0.9289017656182516,0.5459471358175602,0.037567346609241,0.0,0.0,0.21578947368421053,0.21533275225073747
2023,0.30000000000000004,0.7,0.5868421052631579,0.42604201033762235,0.9294738610187282,0.5462629438737717,0.03530326337508748,0.0,0.0,0.21578947368421053,0.21617311581337856
2023,0.35000000000000003,0.6499999999999999,0.5842105263157895,0.4242697982535381,0.9301069508027491,0.5466236673853629,0.042895817474437485,0.0,0.0,0.21578947368421053,0.21701347937601972
2023,0.4,0.6,0.5842105263157895,0.4242697982535381,0.9308007335500502,0.5470293063523338,0.03474006677965709,0.0,0.0,0.21578947368421053,0.21785384293866086
2023,0.45,0.55,0.5842105263157895,0.4245023644561751,0.9315550571099206,0.5474798607746845,0.033657524350125416,0.0,0.0,0.21578947368421053,0.21869420650130197
2023,0.5,0.5,0.5842105263157895,0.4237831701433234,0.9323699069292176,0.5479753306524147,0.0383526856836984,0.0,0.0,0.21578947368421053,0.2195345700639431
2023,0.55,0.44999999999999996,0.5842105263157895,0.4237831701433234,0.9332453973998225,0.5485157159855245,0.04383079875093516,0.0,0.0,0.21578947368421053,0.22037493362658422
2023,0.6000000000000001,0.3999999999999999,0.5842105263157895,0.42402759875653956,0.9341817657103482,0.5491010167740141,0.04820534800820721,0.0,0.0,0.21578947368421053,0.2212152971892254
2023,0.65,0.35,0.5842105263157895,0.42428098027858746,0.935179367832886,0.5497312330178834,0.0483070174050536,0.0,0.0,0.21578947368421053,0.22205566075186647
2023,0.7000000000000001,0.29999999999999993,0.5868421052631579,0.4260654490106545,0.936238676386653,0.5504063647171322,0.04462902091940648,0.0,0.0,0.21578947368421053,0.2228960243145076
2023,0.75,0.25,0.5894736842105263,0.4278520664754117,0.9373602802079338,0.5511264118717608,0.04003487867087556,0.0,0.0,0.21578947368421053,0.22373638787714872
2023,0.8,0.19999999999999996,0.5868421052631579,0.4255958360840821,0.9385448855277853,0.5518913744817691,0.03821002701168926,0.0,0.0,0.21578947368421053,0.2245767514397899
2023,0.8500000000000001,0.1499999999999999,0.5868421052631579,0.4251174251174252,0.939793318721538,0.5527012525471569,0.04027025166451634,0.0,0.0,0.21578947368421053,0.22541711500243103
2023,0.9,0.09999999999999998,0.5842105263157895,0.42254906688527755,0.9411065306519608,0.5535560460679245,0.04171099226636715,0.0,0.0,0.21578947368421053,0.22625747856507214
2023,0.9500000000000001,0.04999999999999993,0.5842105263157895,0.42254906688527755,0.9424856026850741,0.5544557550440716,0.03489249046236283,0.0,0.0,0.21578947368421053,0.22709784212771322
2023,1.0,0.0,0.5815789473684211,0.4199654656976444,0.9439317545179162,0.5554003794755985,0.03657661646171574,0.0,0.0,0.21578947368421053,0.2279382056903544
